"AGE","SEX","RACE","MARST","EDUC","MINUTES","EDUCNUM"
31,"Male","White","Married","Advanced Degree",36,4
48,"Male","White","Married","Some College",40,2
47,"Female","White","Separated/Divorced","Four Year Degree",40,3
37,"Female","Black","Married","Some College",40,2
46,"Male","Black","Married","Some College",48,2
35,"Male","Black","Married","Four Year Degree",50,3
34,"Female","White","Married","Four Year Degree",35,3
34,"Male","White","Single","Some College",60,2
37,"Female","White","Married","Advanced Degree",50,4
45,"Female","White","Separated/Divorced","Four Year Degree",40,3
37,"Female","Black","Married","Some College",40,2
27,"Female","White","Married","Four Year Degree",40,3
29,"Male","White","Married","Four Year Degree",40,3
52,"Male","Black","Single","High School Degree",40,1
62,"Female","White","Married","Four Year Degree",60,3
29,"Male","Black","Married","Four Year Degree",40,3
63,"Male","White","Married","Four Year Degree",40,3
47,"Female","White","Married","Some College",40,2
48,"Female","White","Widowed","Four Year Degree",40,3
38,"Male","White","Married","Some College",40,2
38,"Female","White","Married","High School Degree",40,1
39,"Female","White","Married","Some College",36,2
60,"Male","Black","Married","Some College",40,2
33,"Female","Black","Married","Some College",40,2
65,"Male","Black","Married","Advanced Degree",20,4
56,"Female","Black","Married","Some College",40,2
46,"Female","White","Married","Some College",30,2
55,"Male","White","Married","Some College",40,2
49,"Female","White","Married","Advanced Degree",40,4
27,"Male","White","Married","Advanced Degree",32,4
51,"Female","White","Separated/Divorced","Some College",40,2
44,"Female","White","Married","Some College",40,2
48,"Male","White","Married","Some College",40,2
55,"Male","White","Married","Some College",50,2
37,"Male","White","Married","Four Year Degree",42,3
38,"Female","White","Married","Four Year Degree",40,3
40,"Female","Black","Married","Four Year Degree",40,3
43,"Female","White","Separated/Divorced","Four Year Degree",36,3
48,"Male","White","Married","Some College",40,2
52,"Female","White","Married","Some College",40,2
25,"Female","White","Single","Some College",37,2
41,"Male","White","Married","Four Year Degree",50,3
39,"Female","White","Married","Four Year Degree",40,3
36,"Male","White","Married","Some College",40,2
28,"Male","White","Married","Advanced Degree",40,4
51,"Male","White","Married","Four Year Degree",40,3
51,"Female","White","Married","Four Year Degree",20,3
56,"Male","White","Married","Advanced Degree",40,4
32,"Male","White","Married","Some College",40,2
32,"Female","White","Married","Advanced Degree",10,4
48,"Male","White","Married","Advanced Degree",52,4
42,"Female","White","Married","Four Year Degree",40,3
34,"Male","White","Married","Four Year Degree",45,3
53,"Male","Black","Married","Some College",40,2
53,"Female","Black","Married","Some College",40,2
56,"Female","Black","Single","Four Year Degree",40,3
46,"Male","White","Married","Some College",40,2
27,"Female","White","Married","Some College",40,2
59,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
54,"Female","Asian/Pacific Islander","Married","Some College",40,2
45,"Male","White","Separated/Divorced","Some College",40,2
25,"Male","Black","Single","Some College",32,2
29,"Female","White","Married","Advanced Degree",65,4
64,"Female","Black","Widowed","Some College",25,2
34,"Male","White","Single","Advanced Degree",40,4
46,"Male","White","Married","Advanced Degree",40,4
26,"Female","White","Single","Advanced Degree",40,4
36,"Male","White","Married","Advanced Degree",45,4
53,"Male","American Indian/Aleut/Eskimo","Married","Some College",45,2
54,"Female","White","Married","Some College",40,2
36,"Female","Black","Single","Some College",40,2
48,"Female","Black","Married","Four Year Degree",40,3
29,"Male","Black","Single","Some College",40,2
54,"Male","White","Separated/Divorced","Some College",40,2
60,"Female","White","Single","Some College",40,2
47,"Male","White","Married","High School Degree",40,1
46,"Male","White","Single","High School Degree",40,1
35,"Male","White","Married","Some College",40,2
31,"Female","White","Married","Some College",40,2
28,"Male","White","Married","Advanced Degree",35,4
63,"Male","Black","Single","Advanced Degree",40,4
34,"Female","White","Married","Advanced Degree",40,4
58,"Female","Black","Separated/Divorced","Advanced Degree",40,4
47,"Male","White","Married","Four Year Degree",40,3
46,"Male","White","Separated/Divorced","Some College",40,2
62,"Female","White","Married","Some College",40,2
48,"Female","White","Married","Some College",40,2
47,"Male","White","Married","Some College",40,2
33,"Female","White","Separated/Divorced","Advanced Degree",40,4
56,"Female","White","Married","Four Year Degree",40,3
60,"Male","White","Single","Four Year Degree",40,3
44,"Male","White","Single","Some College",45,2
38,"Female","Black","Separated/Divorced","Four Year Degree",40,3
48,"Male","White","Married","Four Year Degree",40,3
47,"Female","White","Married","Advanced Degree",40,4
31,"Female","White","Single","Some College",40,2
59,"Male","White","Single","Some College",40,2
27,"Male","White","Married","Four Year Degree",40,3
30,"Female","White","Married","Four Year Degree",40,3
50,"Male","White","Married","Advanced Degree",45,4
44,"Female","White","Married","Advanced Degree",45,4
45,"Female","White","Married","Advanced Degree",37,4
50,"Male","White","Married","Advanced Degree",50,4
51,"Female","Asian/Pacific Islander","Married","Advanced Degree",84,4
48,"Male","White","Married","Advanced Degree",40,4
49,"Female","White","Married","Advanced Degree",40,4
28,"Male","Black","Single","Some College",40,2
34,"Male","White","Married","Four Year Degree",40,3
33,"Female","White","Married","Four Year Degree",40,3
51,"Male","White","Married","Four Year Degree",40,3
29,"Male","Black","Single","Some College",15,2
37,"Male","White","Married","Four Year Degree",40,3
55,"Male","White","Married","Four Year Degree",40,3
50,"Female","White","Married","Four Year Degree",52,3
46,"Female","Black","Separated/Divorced","High School Degree",40,1
31,"Female","Black","Single","Advanced Degree",43,4
28,"Female","White","Single","Some College",28,2
31,"Male","White","Married","Some College",25,2
28,"Female","Black","Married","Some College",30,2
76,"Male","White","Separated/Divorced","High School Degree",60,1
43,"Female","White","Married","Four Year Degree",40,3
45,"Male","White","Married","Some College",70,2
85,"Male","White","Married","Four Year Degree",40,3
55,"Male","White","Married","Advanced Degree",40,4
44,"Female","White","Married","Four Year Degree",40,3
63,"Female","White","Married","Some College",40,2
55,"Male","White","Single","High School Degree",40,1
47,"Male","White","Separated/Divorced","Four Year Degree",40,3
26,"Male","White","Single","Four Year Degree",40,3
62,"Male","White","Married","Some College",40,2
27,"Female","White","Married","Four Year Degree",2,3
37,"Male","White","Married","Four Year Degree",52,3
32,"Female","Black","Single","Some College",40,2
36,"Male","White","Married","Four Year Degree",40,3
38,"Female","White","Married","Four Year Degree",40,3
38,"Female","Black","Single","Some College",40,2
41,"Female","Black","Single","Some College",40,2
57,"Female","Black","Separated/Divorced","Some College",30,2
38,"Male","White","Separated/Divorced","Some College",40,2
31,"Male","White","Married","Four Year Degree",60,3
29,"Female","White","Married","Advanced Degree",40,4
30,"Female","White","Married","Advanced Degree",40,4
31,"Male","White","Married","Advanced Degree",40,4
62,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
50,"Female","Black","Married","Some College",40,2
61,"Male","White","Widowed","Some College",40,2
64,"Female","White","Married","Some College",40,2
51,"Female","White","Married","Some College",30,2
38,"Male","Black","Single","Four Year Degree",40,3
42,"Female","Black","Married","Four Year Degree",40,3
43,"Male","Black","Married","Some College",40,2
52,"Male","White","Married","Some College",40,2
49,"Female","White","Married","Four Year Degree",40,3
80,"Male","White","Separated/Divorced","Four Year Degree",40,3
44,"Female","White","Single","Four Year Degree",40,3
33,"Female","Black","Single","Four Year Degree",35,3
56,"Male","Other","Married","Advanced Degree",60,4
38,"Male","Black","Widowed","Some College",45,2
70,"Female","Black","Widowed","Some College",25,2
39,"Male","Black","Single","Advanced Degree",40,4
30,"Male","Black","Single","Some College",47,2
29,"Female","Black","Married","Some College",40,2
29,"Male","Black","Married","Some College",40,2
47,"Female","Black","Married","Some College",40,2
33,"Male","White","Married","Some College",40,2
31,"Female","White","Married","Advanced Degree",40,4
63,"Female","Black","Married","Some College",40,2
38,"Female","White","Married","Four Year Degree",20,3
39,"Male","White","Married","Some College",40,2
58,"Male","White","Married","Four Year Degree",40,3
55,"Female","White","Married","Four Year Degree",40,3
47,"Female","White","Married","Four Year Degree",40,3
28,"Female","White","Single","Some College",40,2
30,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
35,"Male","Asian/Pacific Islander","Married","Some College",40,2
29,"Female","White","Married","Some College",40,2
51,"Male","White","Married","Some College",40,2
53,"Male","White","Married","Four Year Degree",40,3
41,"Male","White","Married","High School Degree",45,1
29,"Female","Black","Married","Some College",40,2
49,"Male","White","Married","Some College",50,2
45,"Female","Black","Married","Four Year Degree",40,3
37,"Male","White","Married","Some College",60,2
44,"Male","White","Married","Advanced Degree",55,4
43,"Female","White","Married","Advanced Degree",45,4
44,"Male","Black","Married","Some College",40,2
41,"Female","Black","Married","Some College",40,2
29,"Female","White","Separated/Divorced","Some College",40,2
59,"Female","Black","Separated/Divorced","Some College",40,2
35,"Female","White","Separated/Divorced","Some College",40,2
52,"Female","Black","Widowed","Some College",40,2
61,"Male","Black","Married","Advanced Degree",40,4
57,"Female","Black","Married","Advanced Degree",40,4
54,"Female","Black","Separated/Divorced","Some College",40,2
28,"Female","White","Married","Four Year Degree",40,3
28,"Male","White","Married","High School Degree",40,1
46,"Female","Black","Married","Some College",35,2
48,"Male","White","Married","Some College",40,2
45,"Female","White","Married","Four Year Degree",40,3
28,"Male","White","Single","Four Year Degree",40,3
39,"Female","White","Married","Four Year Degree",40,3
59,"Male","White","Single","Some College",30,2
56,"Male","White","Married","Some College",40,2
41,"Female","White","Married","Four Year Degree",40,3
44,"Male","White","Married","Four Year Degree",50,3
47,"Male","White","Single","Some College",47,2
30,"Female","Black","Married","Some College",25,2
54,"Male","White","Married","Four Year Degree",40,3
34,"Female","White","Married","Some College",55,2
40,"Male","White","Married","Four Year Degree",50,3
48,"Male","White","Married","Four Year Degree",55,3
71,"Male","White","Married","Four Year Degree",24,3
67,"Female","White","Married","Advanced Degree",30,4
50,"Male","White","Separated/Divorced","Some College",40,2
59,"Male","White","Married","Four Year Degree",40,3
67,"Male","White","Married","Some College",45,2
64,"Female","White","Married","High School Degree",25,1
32,"Female","White","Married","Four Year Degree",35,3
33,"Male","White","Married","Four Year Degree",50,3
30,"Female","White","Single","Four Year Degree",55,3
41,"Female","White","Married","Four Year Degree",45,3
45,"Male","White","Married","High School Degree",90,1
37,"Female","White","Married","Four Year Degree",45,3
46,"Female","White","Married","High School Degree",9,1
47,"Male","White","Married","High School Degree",50,1
50,"Female","Black","Separated/Divorced","Advanced Degree",40,4
41,"Male","White","Married","Four Year Degree",40,3
25,"Female","White","Married","Some College",40,2
62,"Male","Black","Married","High School Degree",40,1
27,"Female","Black","Single","Four Year Degree",20,3
48,"Female","Black","Separated/Divorced","Some College",80,2
46,"Male","White","Married","Advanced Degree",104,4
45,"Male","White","Married","Advanced Degree",40,4
39,"Female","White","Married","Four Year Degree",40,3
37,"Female","Black","Separated/Divorced","High School Degree",30,1
56,"Female","Black","Separated/Divorced","Some College",40,2
31,"Male","Black","Single","Some College",40,2
27,"Female","White","Married","Four Year Degree",40,3
28,"Male","White","Married","Four Year Degree",50,3
62,"Male","White","Married","Some College",40,2
42,"Female","Black","Married","Some College",40,2
35,"Male","Black","Married","Some College",40,2
37,"Male","White","Married","High School Degree",50,1
63,"Female","Black","Married","Some College",20,2
37,"Female","White","Separated/Divorced","High School Degree",32,1
39,"Male","White","Married","Some College",43,2
66,"Male","Black","Single","High School Degree",2,1
41,"Male","Black","Married","Some College",50,2
51,"Female","Black","Separated/Divorced","High School Degree",40,1
27,"Female","Black","Single","Four Year Degree",40,3
49,"Male","Black","Single","High School Degree",40,1
56,"Female","Black","Married","Some College",40,2
58,"Male","Black","Married","Some College",60,2
42,"Male","White","Married","Four Year Degree",40,3
39,"Female","White","Married","Some College",40,2
35,"Female","Black","Single","Some College",35,2
46,"Male","Black","Married","Four Year Degree",40,3
45,"Female","Black","Married","Some College",40,2
59,"Female","Black","Single","Some College",40,2
64,"Male","White","Married","Some College",40,2
47,"Female","White","Married","Advanced Degree",40,4
45,"Male","White","Married","Some College",40,2
31,"Female","White","Single","Four Year Degree",40,3
27,"Female","White","Single","Four Year Degree",40,3
51,"Female","White","Married","High School Degree",40,1
56,"Male","White","Married","High School Degree",40,1
29,"Female","White","Married","Some College",15,2
33,"Male","White","Married","High School Degree",120,1
40,"Male","White","Married","Some College",40,2
36,"Female","White","Married","Four Year Degree",40,3
27,"Female","Black","Single","High School Degree",40,1
61,"Female","White","Separated/Divorced","Advanced Degree",40,4
40,"Male","Black","Separated/Divorced","High School Degree",40,1
63,"Female","White","Married","Some College",40,2
54,"Female","Black","Separated/Divorced","Four Year Degree",40,3
39,"Male","White","Married","Some College",40,2
34,"Female","White","Married","Four Year Degree",40,3
56,"Female","White","Married","Four Year Degree",45,3
40,"Male","White","Single","Some College",20,2
40,"Female","White","Separated/Divorced","Four Year Degree",40,3
45,"Male","White","Married","Four Year Degree",40,3
44,"Female","White","Married","Some College",40,2
39,"Male","White","Separated/Divorced","Four Year Degree",40,3
26,"Male","Black","Single","Some College",40,2
66,"Male","Black","Married","Four Year Degree",40,3
61,"Female","Black","Married","Four Year Degree",35,3
49,"Female","Black","Married","Some College",40,2
42,"Male","Black","Single","Some College",40,2
35,"Male","White","Married","Four Year Degree",40,3
35,"Female","White","Married","Four Year Degree",40,3
44,"Male","Black","Single","Some College",40,2
49,"Male","White","Married","High School Degree",60,1
54,"Male","White","Married","Four Year Degree",60,3
48,"Female","White","Married","Some College",40,2
43,"Male","White","Married","Some College",55,2
46,"Female","White","Married","Four Year Degree",20,3
50,"Male","Black","Married","Some College",40,2
45,"Female","Black","Married","Some College",40,2
42,"Female","White","Married","High School Degree",70,1
46,"Male","White","Married","High School Degree",70,1
38,"Female","Black","Married","Advanced Degree",40,4
40,"Male","Black","Separated/Divorced","High School Degree",50,1
55,"Female","Black","Separated/Divorced","Some College",50,2
30,"Male","Black","Separated/Divorced","High School Degree",60,1
51,"Male","White","Separated/Divorced","Four Year Degree",40,3
62,"Male","White","Separated/Divorced","Some College",40,2
38,"Male","White","Married","Some College",40,2
33,"Female","White","Married","Advanced Degree",40,4
30,"Female","Black","Single","High School Degree",30,1
43,"Female","White","Married","Advanced Degree",40,4
50,"Male","White","Married","Four Year Degree",50,3
61,"Male","White","Separated/Divorced","High School Degree",60,1
51,"Female","White","Married","Some College",40,2
61,"Female","Black","Married","Four Year Degree",40,3
45,"Female","White","Married","Four Year Degree",40,3
43,"Male","White","Married","High School Degree",60,1
30,"Female","White","Single","High School Degree",30,1
43,"Male","Black","Married","Some College",40,2
41,"Female","Black","Married","Advanced Degree",40,4
41,"Female","Black","Married","Some College",40,2
33,"Male","Black","Single","Four Year Degree",40,3
55,"Male","White","Separated/Divorced","Some College",40,2
30,"Male","White","Married","High School Degree",44,1
40,"Female","White","Married","Four Year Degree",40,3
43,"Female","White","Separated/Divorced","Advanced Degree",40,4
30,"Male","White","Separated/Divorced","Some College",40,2
35,"Male","White","Married","Some College",40,2
29,"Female","White","Married","Four Year Degree",40,3
55,"Female","White","Married","Some College",40,2
40,"Male","White","Married","High School Degree",80,1
63,"Female","Black","Married","High School Degree",40,1
46,"Male","Black","Married","Four Year Degree",40,3
50,"Male","White","Married","Four Year Degree",40,3
44,"Female","White","Married","Some College",40,2
34,"Female","Black","Single","Four Year Degree",45,3
26,"Female","White","Separated/Divorced","Some College",40,2
42,"Male","White","Married","Some College",60,2
37,"Female","White","Married","Some College",50,2
40,"Male","White","Married","Some College",40,2
37,"Male","White","Married","Four Year Degree",48,3
33,"Female","White","Married","Four Year Degree",40,3
39,"Female","White","Separated/Divorced","Some College",40,2
58,"Female","Black","Married","Some College",56,2
58,"Male","Black","Married","Some College",56,2
55,"Female","Black","Separated/Divorced","High School Degree",15,1
35,"Female","Black","Separated/Divorced","Four Year Degree",45,3
47,"Male","White","Married","Some College",40,2
49,"Male","White","Married","Four Year Degree",40,3
47,"Female","White","Married","Four Year Degree",40,3
55,"Male","White","Married","Four Year Degree",40,3
43,"Male","White","Married","Advanced Degree",50,4
41,"Female","White","Married","Some College",35,2
34,"Female","Black","Single","Some College",30,2
56,"Female","Black","Single","Some College",32,2
45,"Male","Black","Single","Four Year Degree",40,3
49,"Male","White","Married","Four Year Degree",45,3
49,"Male","White","Married","Advanced Degree",40,4
45,"Female","White","Married","Advanced Degree",40,4
40,"Female","White","Married","High School Degree",40,1
36,"Female","White","Married","Some College",20,2
37,"Female","White","Married","Some College",40,2
55,"Female","White","Married","Some College",40,2
54,"Male","White","Married","Some College",50,2
55,"Female","White","Married","Some College",40,2
31,"Female","White","Married","Four Year Degree",40,3
41,"Male","White","Married","Some College",72,2
42,"Female","White","Married","Advanced Degree",45,4
60,"Female","Black","Married","Some College",35,2
37,"Female","Black","Separated/Divorced","Some College",38,2
47,"Female","White","Married","Some College",40,2
31,"Male","White","Married","Some College",40,2
32,"Female","White","Married","Some College",40,2
41,"Female","White","Married","Four Year Degree",40,3
28,"Female","American Indian/Aleut/Eskimo","Married","High School Degree",10,1
51,"Male","American Indian/Aleut/Eskimo","Married","High School Degree",80,1
43,"Male","White","Married","High School Degree",55,1
50,"Female","White","Married","Some College",40,2
52,"Female","Black","Married","Some College",25,2
25,"Male","White","Married","Some College",40,2
54,"Female","White","Separated/Divorced","High School Degree",40,1
57,"Male","White","Separated/Divorced","High School Degree",30,1
40,"Male","White","Married","Some College",40,2
47,"Male","Black","Married","Four Year Degree",50,3
44,"Female","Black","Married","Some College",40,2
44,"Female","White","Married","Some College",40,2
55,"Male","White","Married","Four Year Degree",40,3
50,"Male","White","Married","High School Degree",40,1
44,"Male","White","Married","Some College",40,2
37,"Male","White","Married","Some College",40,2
37,"Female","White","Married","Four Year Degree",40,3
38,"Female","White","Married","Advanced Degree",40,4
40,"Female","White","Married","Some College",40,2
40,"Female","Black","Single","High School Degree",40,1
40,"Female","Black","Single","High School Degree",40,1
41,"Female","Black","Single","High School Degree",40,1
40,"Female","Black","Separated/Divorced","Some College",40,2
30,"Male","White","Married","Some College",40,2
47,"Female","White","Married","Some College",38,2
48,"Female","White","Married","Some College",40,2
48,"Male","White","Married","High School Degree",45,1
28,"Male","White","Married","Advanced Degree",40,4
55,"Female","White","Married","High School Degree",40,1
47,"Male","White","Single","Four Year Degree",50,3
28,"Male","White","Married","Some College",90,2
38,"Male","White","Separated/Divorced","Some College",60,2
30,"Female","Black","Single","Some College",40,2
26,"Female","Black","Single","Some College",40,2
45,"Female","White","Married","Some College",20,2
30,"Female","White","Married","Some College",40,2
68,"Male","White","Married","Some College",70,2
52,"Female","White","Married","Four Year Degree",40,3
43,"Male","White","Married","Advanced Degree",60,4
42,"Female","White","Married","Advanced Degree",40,4
57,"Female","Black","Married","Some College",40,2
34,"Female","Black","Single","Some College",40,2
36,"Female","Black","Single","Some College",40,2
30,"Male","White","Married","Some College",40,2
27,"Female","White","Married","Some College",30,2
54,"Female","Black","Married","Advanced Degree",40,4
52,"Male","Other","Separated/Divorced","High School Degree",80,1
41,"Male","White","Separated/Divorced","Some College",40,2
59,"Female","White","Married","High School Degree",40,1
40,"Male","White","Single","Some College",40,2
39,"Male","Black","Separated/Divorced","Some College",25,2
45,"Female","Black","Married","Some College",40,2
37,"Female","White","Married","Some College",40,2
42,"Male","White","Married","Some College",40,2
38,"Female","White","Separated/Divorced","Advanced Degree",40,4
34,"Female","White","Separated/Divorced","Some College",40,2
25,"Male","Black","Married","Advanced Degree",40,4
49,"Female","White","Married","Advanced Degree",40,4
56,"Male","White","Married","Some College",60,2
46,"Male","White","Separated/Divorced","Four Year Degree",40,3
60,"Female","White","Married","Some College",40,2
30,"Male","Black","Single","Some College",40,2
44,"Female","Black","Single","Some College",40,2
63,"Male","White","Married","Some College",40,2
58,"Male","White","Married","Some College",40,2
57,"Female","White","Married","Some College",40,2
58,"Male","Black","Separated/Divorced","Four Year Degree",40,3
73,"Female","White","Widowed","Some College",16,2
42,"Male","Black","Separated/Divorced","High School Degree",30,1
59,"Male","White","Married","Some College",40,2
58,"Female","White","Married","Some College",40,2
58,"Female","Black","Single","Four Year Degree",40,3
59,"Female","Black","Single","Four Year Degree",40,3
31,"Male","White","Separated/Divorced","Some College",40,2
26,"Male","White","Married","Advanced Degree",40,4
26,"Female","White","Married","Advanced Degree",40,4
65,"Female","White","Separated/Divorced","Some College",40,2
48,"Male","Black","Separated/Divorced","Some College",40,2
57,"Female","Black","Single","Four Year Degree",35,3
27,"Male","Black","Single","Some College",25,2
27,"Male","White","Single","High School Degree",40,1
58,"Male","White","Separated/Divorced","High School Degree",40,1
39,"Female","Black","Single","Four Year Degree",40,3
37,"Female","Black","Single","Four Year Degree",40,3
57,"Male","White","Married","High School Degree",50,1
28,"Male","Black","Single","Advanced Degree",40,4
44,"Male","Black","Separated/Divorced","Some College",40,2
49,"Male","Black","Married","Four Year Degree",40,3
25,"Female","Black","Single","Four Year Degree",40,3
38,"Male","Black","Married","Four Year Degree",40,3
37,"Female","Black","Married","Advanced Degree",40,4
38,"Female","Black","Married","Four Year Degree",40,3
56,"Male","Black","Married","Some College",40,2
28,"Male","Black","Single","High School Degree",40,1
58,"Female","Black","Separated/Divorced","High School Degree",40,1
33,"Female","Asian/Pacific Islander","Married","Some College",40,2
28,"Male","Black","Single","Four Year Degree",40,3
41,"Female","Black","Married","Four Year Degree",40,3
45,"Male","Black","Married","Advanced Degree",40,4
51,"Male","Black","Separated/Divorced","Some College",40,2
46,"Female","Black","Married","Advanced Degree",40,4
60,"Male","Black","Married","Advanced Degree",40,4
58,"Female","Black","Married","Advanced Degree",40,4
41,"Male","White","Married","Some College",40,2
39,"Female","Black","Single","Some College",40,2
39,"Female","Black","Single","High School Degree",40,1
34,"Male","Black","Single","Some College",40,2
47,"Female","Black","Separated/Divorced","Some College",40,2
34,"Female","Black","Single","High School Degree",40,1
60,"Female","Black","Separated/Divorced","High School Degree",35,1
29,"Female","White","Married","Four Year Degree",40,3
46,"Male","Black","Single","High School Degree",30,1
40,"Female","White","Separated/Divorced","Four Year Degree",40,3
50,"Female","White","Married","Some College",40,2
65,"Female","White","Married","Some College",40,2
67,"Male","White","Married","Some College",40,2
57,"Female","White","Married","Some College",40,2
38,"Female","White","Single","Some College",45,2
52,"Female","White","Married","Advanced Degree",40,4
35,"Female","Asian/Pacific Islander","Married","Four Year Degree",40,3
44,"Female","Black","Single","High School Degree",40,1
30,"Male","White","Single","Some College",40,2
31,"Male","White","Married","Some College",44,2
27,"Female","White","Married","Four Year Degree",40,3
60,"Female","White","Single","Four Year Degree",62,3
30,"Female","Black","Single","Four Year Degree",40,3
62,"Male","Black","Married","Four Year Degree",40,3
58,"Female","Black","Married","Four Year Degree",40,3
40,"Male","White","Single","Four Year Degree",40,3
61,"Male","White","Married","Advanced Degree",40,4
64,"Female","White","Married","Advanced Degree",22,4
49,"Female","Black","Married","Some College",40,2
73,"Male","Other","Married","Some College",30,2
46,"Female","Black","Married","Four Year Degree",40,3
45,"Male","Black","Married","Some College",61,2
28,"Female","White","Married","Some College",36,2
49,"Male","White","Separated/Divorced","Four Year Degree",40,3
42,"Male","Black","Single","Some College",40,2
25,"Female","Black","Single","Some College",35,2
63,"Male","Black","Married","High School Degree",40,1
39,"Female","White","Married","High School Degree",40,1
38,"Female","White","Married","Some College",40,2
65,"Male","White","Married","Advanced Degree",51,4
55,"Female","White","Married","Advanced Degree",40,4
41,"Male","Other","Married","Some College",40,2
52,"Female","American Indian/Aleut/Eskimo","Married","Four Year Degree",40,3
33,"Female","White","Married","High School Degree",40,1
35,"Female","Asian/Pacific Islander","Single","Four Year Degree",40,3
48,"Male","White","Married","Four Year Degree",40,3
49,"Female","White","Married","Four Year Degree",40,3
38,"Male","White","Married","Four Year Degree",40,3
36,"Female","White","Married","Four Year Degree",40,3
32,"Female","Black","Single","Four Year Degree",40,3
66,"Female","Black","Separated/Divorced","High School Degree",25,1
48,"Female","Black","Single","Some College",40,2
30,"Male","Black","Single","Some College",30,2
29,"Female","White","Married","Some College",25,2
48,"Male","Black","Single","Some College",35,2
25,"Male","White","Married","Four Year Degree",40,3
30,"Male","White","Separated/Divorced","Some College",40,2
26,"Female","White","Separated/Divorced","Some College",40,2
61,"Male","Black","Married","High School Degree",24,1
34,"Female","Black","Single","Some College",30,2
34,"Female","White","Married","Some College",32,2
53,"Male","White","Married","Some College",30,2
51,"Female","White","Married","Some College",40,2
55,"Male","White","Married","Some College",60,2
35,"Female","White","Single","Advanced Degree",45,4
58,"Male","White","Married","Advanced Degree",50,4
61,"Female","White","Married","Advanced Degree",46,4
51,"Female","White","Married","Four Year Degree",40,3
69,"Male","Black","Married","Advanced Degree",40,4
70,"Female","Black","Married","Some College",24,2
31,"Female","Black","Single","Some College",40,2
36,"Male","Black","Single","Some College",40,2
55,"Male","White","Single","Some College",40,2
51,"Male","White","Married","Advanced Degree",40,4
36,"Female","Black","Single","Four Year Degree",40,3
51,"Male","White","Single","High School Degree",40,1
47,"Male","White","Married","Some College",50,2
32,"Female","White","Married","Some College",36,2
41,"Male","White","Married","Some College",40,2
40,"Female","White","Married","Some College",40,2
36,"Female","Black","Single","Advanced Degree",40,4
47,"Male","Black","Married","Advanced Degree",40,4
40,"Female","Black","Married","Some College",45,2
31,"Male","White","Married","Some College",40,2
52,"Female","Black","Married","Advanced Degree",60,4
67,"Male","Black","Married","High School Degree",40,1
25,"Male","White","Married","Some College",50,2
47,"Female","White","Married","Some College",40,2
34,"Male","White","Married","Some College",96,2
30,"Female","White","Married","Some College",20,2
59,"Male","White","Married","Some College",40,2
52,"Female","White","Married","Some College",40,2
26,"Female","White","Married","Some College",40,2
70,"Female","White","Separated/Divorced","Some College",32,2
48,"Male","White","Separated/Divorced","High School Degree",40,1
70,"Male","White","Married","Four Year Degree",45,3
38,"Male","American Indian/Aleut/Eskimo","Married","Some College",20,2
34,"Female","White","Married","Some College",40,2
76,"Female","White","Separated/Divorced","Some College",27,2
58,"Male","White","Married","Advanced Degree",20,4
59,"Female","White","Married","Advanced Degree",40,4
53,"Female","Black","Married","High School Degree",51,1
38,"Male","White","Separated/Divorced","High School Degree",40,1
28,"Male","American Indian/Aleut/Eskimo","Single","Some College",40,2
45,"Female","White","Married","Four Year Degree",45,3
48,"Male","White","Married","Four Year Degree",50,3
43,"Female","Black","Married","Some College",50,2
54,"Female","White","Single","Some College",40,2
37,"Male","White","Married","High School Degree",40,1
41,"Male","White","Married","Four Year Degree",40,3
38,"Female","White","Married","Four Year Degree",32,3
49,"Male","White","Separated/Divorced","Some College",45,2
43,"Male","White","Married","Some College",50,2
45,"Female","White","Married","Advanced Degree",60,4
57,"Male","White","Married","Some College",91,2
55,"Male","White","Married","Four Year Degree",40,3
65,"Male","White","Married","Advanced Degree",60,4
44,"Male","Black","Married","Some College",84,2
48,"Female","Black","Married","Advanced Degree",15,4
33,"Female","White","Married","Advanced Degree",40,4
33,"Male","White","Married","Some College",20,2
45,"Female","Black","Separated/Divorced","Some College",40,2
41,"Female","White","Married","Four Year Degree",36,3
29,"Male","White","Married","Some College",40,2
29,"Female","White","Married","Four Year Degree",40,3
61,"Male","White","Married","Four Year Degree",40,3
44,"Male","Black","Separated/Divorced","Some College",40,2
26,"Female","Black","Married","Some College",40,2
43,"Male","White","Married","Four Year Degree",60,3
30,"Female","White","Married","Four Year Degree",38,3
33,"Male","White","Married","Four Year Degree",84,3
45,"Male","Black","Married","Some College",66,2
59,"Male","Black","Single","Some College",40,2
60,"Female","Other","Married","Some College",40,2
39,"Female","White","Married","Four Year Degree",40,3
44,"Male","White","Married","Some College",40,2
45,"Male","White","Married","Some College",40,2
27,"Male","White","Married","Some College",40,2
27,"Male","Black","Married","Four Year Degree",40,3
27,"Female","Black","Married","Four Year Degree",40,3
27,"Male","White","Married","Four Year Degree",32,3
26,"Female","White","Married","Four Year Degree",40,3
47,"Female","Black","Married","Four Year Degree",60,3
35,"Male","White","Married","Four Year Degree",40,3
31,"Female","White","Married","Four Year Degree",3,3
25,"Female","White","Single","Four Year Degree",36,3
31,"Female","Black","Separated/Divorced","Four Year Degree",40,3
38,"Male","Black","Separated/Divorced","Some College",40,2
